yv2 113 109 83
yv3 113 109 84
yv4 113 109 85
yong1 113 111 66
yong2 113 111 67
yong3 113 111 68
yong4 113 111 69
za1 114 1
za2 114 2
za3 114 3
zang1 114 5
zang3 114 7
zang4 114 8
zai1 114 9
zai3 114 11
zai4 114 12
zan1 114 13
zan2 114 14
zan3 114 15
zan4 114 16
zao1 114 17
zao2 114 18
zao3 114 19
zao4 114 20
ze2 114 22
ze4 114 24
zeng1 114 25
zeng4 114 28
zei2 114 30
zen3 114 35
zen4 114 36
zha1 115 1
zha2 115 2
zha3 115 3
zha4 115 4
zhang1 115 5
zhang3 115 7
zhang4 115 8
zhai1 115 9
zhai2 115 10
zhai3 115 11
zhai4 115 12
zhan1 115 13
zhan3 115 15
zhan4 115 16
zhao1 115 17
zhao2 115 18
zhao3 115 19
zhao4 115 20
zhe1 115 21
zhe2 115 22
zhe3 115 23
zhe4 115 24
zheng1 115 25
zheng3 115 27
zheng4 115 28
zhei4 115 32
zhen1 115 33
zhen3 115 35
zhen4 115 36
zhi1 115 53
zhi2 115 54
zhi3 115 55
zhi4 115 56
zhou1 115 70
zhou2 115 71
zhou3 115 72
zhou4 115 73
zhua1 115 111 1
zhua3 115 111 3
zhuang1 115 111 5
zhuang3 115 111 7
zhuang4 115 111 8
zhuai3 115 111 11
zhuai4 115 111 12
zhuan1 115 111 13
zhuan3 115 111 15
zhuan4 115 111 16
zhui1 115 111 29
zhui4 115 111 32
zhuo1 115 111 62
zhuo2 115 111 63
zhong1 115 111 66
zhong3 115 111 68
zhong4 115 111 69
zhu1 115 111 74
zhu2 115 111 75
zhu3 115 111 76
zhu4 115 111 77
zhun1 115 111 78
zhun3 115 111 80
zi1 114 53
zi3 114 55
zi4 114 56
zou1 114 70
zou3 114 72
zou4 114 73
zuan1 114 111 13
zuan3 114 111 15
zuan4 114 111 16
zui3 114 111 31
zui4 114 111 32
zuo1 114 111 62
zuo2 114 111 63
zuo3 114 111 64
zuo4 114 111 65
zong1 114 111 66
zong3 114 111 68
zong4 114 111 69
zu1 114 111 74
zu2 114 111 75
zu3 114 111 76
zun1 114 111 78
zun3 114 111 80
